#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 01 01 22 50  58 11.1 13.2  2.25  5.88  4.96 999 1009.9   1.3   7.5   0.5 99.0 99.00
2010 01 01 23 50  51 12.0 14.7  2.14  6.67  5.09 999 1009.3   1.1   7.5   0.5 99.0 99.00
2010 01 02 00 50  51 11.5 14.7  2.26  7.69  5.33 999 1008.5   0.9   7.6 999.0 99.0 99.00
2010 01 02 01 50  51 11.7 13.7  2.39  7.14  5.48 999 1007.7   1.1   7.6 999.0 99.0 99.00
2010 01 02 02 50  51 12.3 15.2  2.25  5.88  5.33 999 1006.4   1.0   7.6 999.0 99.0 99.00
2010 01 02 03 50  62 12.2 14.2  2.31  5.56  5.22 999 1005.7   1.0   7.6 999.0 99.0 99.00
2010 01 02 04 50  63 12.4 14.6  2.48  6.25  5.04 999 1005.0   0.9   7.6 999.0 99.0 99.00
2010 01 02 05 50  62 12.0 14.0  2.62  5.88  5.07 999 1003.5   1.1   7.5 999.0 99.0 99.00
2010 01 02 06 50  72 12.9 15.0  2.66  6.67  4.93 999 1003.9   1.3   7.5 999.0 99.0 99.00
2010 01 02 07 50  63 12.1 14.5  2.64  5.88  4.98 999 1003.2   0.8   7.5 999.0 99.0 99.00
2010 01 02 08 50  47 12.9 15.4  2.34  5.88  4.71 999 1002.0   0.7   7.5 999.0 99.0 99.00
2010 01 02 09 50  47 13.6 15.9  2.42  6.67  4.86 999 1001.1   0.7   7.5 999.0 99.0 99.00
2010 01 02 10 50  39 12.8 15.7  2.32  5.88  4.89 999 1000.1   0.5   7.5 999.0 99.0 99.00
2010 01 02 11 50  34 13.8 16.8  2.72  7.14  5.31 999  999.2  -0.1   7.5 999.0 99.0 99.00
2010 01 02 12 50  28 14.4 17.8  2.72  7.14  5.54 999  998.0  -0.8   7.5 999.0 99.0 99.00
2010 01 02 13 50  33 14.4 18.5  2.68  7.69  5.52 999  996.8  -0.7   7.5 999.0 99.0 99.00
2010 01 02 14 50  23 14.5 17.6  2.68  7.14  5.58 999  995.3  -0.3   7.5 999.0 99.0 99.00
2010 01 02 15 50  18 13.9 16.4  2.59  6.67  5.35 999  993.7  -0.6   7.6 999.0 99.0 99.00
2010 01 02 16 50  11 14.2 17.3  2.74  7.14  5.25 999  991.8  -0.6   7.6 999.0 99.0 99.00
2010 01 02 17 50   8 14.7 17.4  2.52  7.14  5.07 999  990.4  -1.0   7.7 999.0 99.0 99.00
2010 01 02 18 50   4 14.5 17.4  2.60  5.88  5.11 999  988.9  -1.1   7.7 999.0 99.0 99.00
2010 01 02 19 50 356 14.9 17.5  2.61  5.88  4.84 999  987.7  -1.1   7.7 999.0 99.0 99.00
2010 01 02 20 50 352 15.0 17.6  2.49  6.25  4.81 999  986.5  -1.2   7.7 999.0 99.0 99.00
2010 01 02 21 50 350 15.4 18.2  2.70  5.56  4.97 999  984.4  -1.1   7.6 999.0 99.0 99.00
2010 01 02 22 50 344 15.9 18.9  2.68  5.26  5.09 999  982.4  -1.7   7.6 999.0 99.0 99.00
2010 01 02 23 50 339 15.3 18.6  2.55  5.88  5.14 999  980.7  -1.8   7.6 999.0 99.0 99.00
2010 01 03 00 50 339 14.7 19.2  2.60  5.56  5.23 999  978.2  -0.9   7.7 999.0 99.0 99.00
2010 01 03 01 50 338 15.0 18.7  2.52  5.88  5.18 999  975.3  -0.6   7.7 999.0 99.0 99.00
2010 01 03 02 50 337 14.4 17.4  2.58  5.88  5.12 999  973.8  -0.4   7.8 999.0 99.0 99.00
2010 01 03 03 50 331 12.5 16.0  2.26  5.56  5.05 999  972.5  -0.1   7.8 999.0 99.0 99.00
2010 01 03 04 50 329 10.6 12.2  1.97  5.56  4.87 999  972.1   0.0   7.8 999.0 99.0 99.00
2010 01 03 05 50 338  7.4  9.3  1.72  5.00  4.66 999  973.0   0.5   7.7 999.0 99.0 99.00
2010 01 03 06 50  29  5.2  6.5  1.47  7.14  4.97 999  974.7   1.4   7.2 999.0 99.0 99.00
2010 01 03 07 50  79  5.2  6.6  1.41  7.69  5.03 999  975.9   2.7   7.2 999.0 99.0 99.00
2010 01 03 08 50 115  8.6 10.0  1.27  5.56  4.76 999  977.0   3.2   7.2 999.0 99.0 99.00
2010 01 03 09 50 111  9.4 11.4  1.35  7.14  4.38 999  978.5   2.3   7.3 999.0 99.0 99.00
2010 01 03 10 50  92  7.5  9.0  1.55  7.69  4.34 999  980.0   2.1   7.4 999.0 99.0 99.00
2010 01 03 11 50  96  9.5 10.9  1.64  7.69  4.51 999  981.0   1.9   7.3 999.0 99.0 99.00
2010 01 03 12 50  74 10.8 12.9  1.67  5.26  4.45 999  981.9   2.3   7.4 999.0 99.0 99.00
2010 01 03 13 50  76  9.9 12.2  1.59  5.26  4.57 999  982.7   2.6   7.4 999.0 99.0 99.00
2010 01 03 14 50  89  9.4 11.6  1.41  5.00  4.50 999  983.2   2.9   7.3 999.0 99.0 99.00
2010 01 03 15 50  88  7.6  9.7  1.40 10.00  4.64 999  982.9   3.2   7.3 999.0 99.0 99.00
2010 01 03 16 50  79  4.7  6.3  1.22  4.76  4.57 999  982.9   2.8   7.3 999.0 99.0 99.00
2010 01 03 17 50  60  3.9  5.9  1.27 10.81  4.85 999  983.2   2.8   7.3 999.0 99.0 99.00
2010 01 03 18 50  26  4.0  4.9  1.26 11.43  5.01 999  983.6   1.6   7.2 999.0 99.0 99.00
2010 01 03 19 50 351  5.1  6.1  1.28 12.90  5.59 999  983.9   1.2   7.2 999.0 99.0 99.00
2010 01 03 20 50  18 13.1 15.4  1.40 10.00  3.95 999  983.4   2.7   7.1 999.0 99.0 99.00
2010 01 03 21 50  18 13.8 16.4  1.86  5.26  4.26 999  983.8   2.7   7.3 999.0 99.0 99.00
2010 01 03 22 50  18 13.7 16.5  1.81  4.76  4.29 999  984.5   2.8   7.2 999.0 99.0 99.00
2010 01 03 23 50  19 13.2 15.9  2.05  5.00  4.76 999  984.6   3.1   7.1 999.0 99.0 99.00
2010 01 04 00 50   8 12.9 16.4  2.18  5.26  4.85 999  984.8   3.0   7.1 999.0 99.0 99.00
2010 01 04 01 50 359 13.0 16.6  2.14  5.26  5.04 999  984.4   2.9   7.1 999.0 99.0 99.00
2010 01 04 02 50 349 13.0 16.0  2.07 10.00  5.34 999  984.0   2.6   7.1 999.0 99.0 99.00
2010 01 04 03 50 348 13.0 16.5  1.95  5.26  4.96 999  983.9   2.9   7.2 999.0 99.0 99.00
2010 01 04 04 50 348 13.0 15.8  2.09 10.81  5.25 999  983.5   3.1   7.2 999.0 99.0 99.00
2010 01 04 05 50 343 13.5 16.2  1.94  4.76  4.76 999  983.3   3.1   7.2 999.0 99.0 99.00
2010 01 04 06 50 337 13.7 16.6  1.98  4.76  4.55 999  983.7   3.1   7.3 999.0 99.0 99.00
2010 01 04 07 50 336 14.2 17.0  2.02  5.26  4.46 999  984.0   2.9   7.2 999.0 99.0 99.00
2010 01 04 08 50 331 13.4 16.4  1.84  5.00  4.26 999  984.4   3.0   7.2 999.0 99.0 99.00
2010 01 04 09 50 331 12.8 15.9  1.77  4.76  4.30 999  985.2   2.6   7.2 999.0 99.0 99.00
2010 01 04 10 50 331 12.3 14.6  1.86  4.55  4.25 999  986.1   2.7   7.2 999.0 99.0 99.00
2010 01 04 11 50 337 13.0 15.3  1.76  4.76  4.31 999  986.9   3.1   7.3 999.0 99.0 99.00
2010 01 04 12 50 339 11.5 14.0  1.78  4.76  4.34 999  988.1   3.0   7.3 999.0 99.0 99.00
2010 01 04 13 50 355 11.2 13.6  1.59  4.76  4.32 999  989.4   3.1   7.2 999.0 99.0 99.00
2010 01 04 14 50   4  9.3 11.6  1.51  4.55  4.47 999  990.3   3.3   7.2 999.0 99.0 99.00
2010 01 04 15 50 356  8.4 10.6  1.58  5.00  4.79 999  990.9   3.1   7.2 999.0 99.0 99.00
2010 01 04 16 50   3  8.0  9.7  1.39 11.43  5.00 999  991.4   3.2   7.2 999.0 99.0 99.00
2010 01 04 17 50   4  6.6  8.0  1.27  9.09  4.84 999  991.9   3.4   7.2 999.0 99.0 99.00
2010 01 04 18 50  11  6.2  7.7  1.23 10.00  4.81 999  992.7   3.6   7.2 999.0 99.0 99.00
2010 01 04 19 50   9  6.3  7.7  1.18 13.79  4.72 999  993.6   3.6   7.2 999.0 99.0 99.00
2010 01 04 23 50 347  5.4  6.9  0.82 10.81  4.59 999  996.4   3.5   7.1 999.0 99.0 99.00
2010 01 05 00 50 318  5.7  7.5  0.92 12.90  5.54 999  996.8   3.3   7.1 999.0 99.0 99.00
2010 01 05 01 50 312  7.0  8.5  0.90 10.81  5.02 999  996.7   3.2   7.1 999.0 99.0 99.00
2010 01 05 02 50 303  7.5  8.8  1.01 10.81  4.67 999  996.6   2.8   7.1 999.0 99.0 99.00
2010 01 05 03 50 304  8.3  9.7  1.15 10.81  4.93 999  996.4   2.8   7.2 999.0 99.0 99.00
2010 01 05 04 50 310  8.2  9.9  1.13 11.43  4.44 999  996.1   2.6   7.2 999.0 99.0 99.00
2010 01 05 05 50 318  8.8 10.2  1.13 10.00  4.31 999  996.0   2.3   7.1 999.0 99.0 99.00
2010 01 05 06 50 317  8.6 10.3  1.10 10.81  4.32 999  996.2   2.2   7.1 999.0 99.0 99.00
2010 01 05 07 50 315  8.4 10.0  1.23 11.43  4.63 999  996.2   2.0   7.2 999.0 99.0 99.00
2010 01 05 08 50 311  7.8  9.2  1.13 11.43  4.29 999  996.3   1.7   7.2 999.0 99.0 99.00
2010 01 05 09 50 311  7.8  9.2  1.09 10.81  4.39 999  996.4   1.4   7.2 999.0 99.0 99.00
2010 01 05 10 50 311  7.3  8.7  1.10 10.81  4.58 999  996.9   1.3   7.2 999.0 99.0 99.00
2010 01 05 11 50 321  7.7  9.6  1.06 10.81  4.74 999  997.3   1.4   7.2 999.0 99.0 99.00
2010 01 05 12 50 320  7.7  9.9  1.08 10.00  4.29 999  997.7   1.5   7.1 999.0 99.0 99.00
2010 01 05 13 50 308  7.0  8.1  1.14 10.00  4.35 999  998.0   1.5   7.0 999.0 99.0 99.00
2010 01 05 14 50 311  6.6  7.9  1.11  9.09  4.41 999  998.3   1.7   7.1 999.0 99.0 99.00
2010 01 05 15 50 314  6.7  8.5  0.94  7.69  4.35 999  997.8   1.6   7.2 999.0 99.0 99.00
2010 01 05 16 50 319  6.4  7.9  1.11 10.00  4.64 999  997.0   2.0   7.2 999.0 99.0 99.00
2010 01 05 17 50 320  7.0  8.9  1.00  9.09  4.41 999  996.6   1.7   7.1 999.0 99.0 99.00
2010 01 05 18 50 314  6.1  8.5  1.07 10.81  4.72 999  996.4   2.0   7.1 999.0 99.0 99.00
2010 01 05 19 50 301  7.5  9.1  0.95 10.00  4.51 999  996.3   2.2   7.1 999.0 99.0 99.00
2010 01 05 20 50 316  8.2  9.7  0.97 10.00  4.34 999  996.4   2.1   7.0 999.0 99.0 99.00
2010 01 05 21 50 320  8.7 10.6  0.98 10.81  4.33 999  996.4   2.0   7.0 999.0 99.0 99.00
2010 01 05 22 50 326  8.2 11.2  1.02 10.00  4.11 999  996.9   2.0   7.5 999.0 99.0 99.00
2010 01 05 23 50 328  7.5  9.3  0.82  3.45  3.74 999  997.2   1.7   7.2 999.0 99.0 99.00
2010 01 06 00 50 317  8.1  9.6  0.87  9.09  3.96 999  997.0   1.6   7.5 999.0 99.0 99.00
2010 01 06 01 50 316  8.7 10.5  0.89  3.70  3.83 999  996.6   1.5   7.1 999.0 99.0 99.00
2010 01 06 02 50 319  7.3  9.6  0.82  9.09  3.84 999  996.6   1.4   7.1 999.0 99.0 99.00
2010 01 06 03 50 315  7.7  9.3  0.89  8.33  3.89 999  996.1   1.5   7.2 999.0 99.0 99.00
2010 01 06 04 50 307  7.6  9.5  0.95  3.85  3.99 999  995.7   0.7   7.1 999.0 99.0 99.00
2010 01 06 05 50 310  9.5 11.4  1.08  4.00  4.17 999  995.1   0.8   7.1 999.0 99.0 99.00
2010 01 06 06 50 302  8.9 10.7  1.23  4.55  4.28 999  995.3   0.4   7.2 999.0 99.0 99.00
2010 01 06 07 50 310  8.7 10.7  1.24  4.17  4.22 999  995.3   0.0   7.1 999.0 99.0 99.00
2010 01 06 08 50 311  8.1 10.5  1.19  4.35  4.13 999  995.1   0.0   7.1 999.0 99.0 99.00
2010 01 06 09 50 304  8.7 10.8  1.15  4.55  4.24 999  994.9   0.0   7.2 999.0 99.0 99.00
2010 01 06 10 50 306  8.6 10.3  1.13  4.55  4.31 999  995.1  -0.1   7.1 999.0 99.0 99.00
2010 01 06 11 50 309  8.9 11.4  1.12  4.76  4.20 999  995.4   0.0   7.3 999.0 99.0 99.00
2010 01 06 12 50 304  8.7 10.6  1.11  4.76  4.06 999  995.5  -0.1   7.3 999.0 99.0 99.00
2010 01 06 13 50 304  8.5 10.3  1.19  4.17  4.05 999  995.9  -0.2   7.1 999.0 99.0 99.00
2010 01 06 14 50 306  7.7  9.7  1.10  4.35  3.98 999  996.1  -0.1   7.1 999.0 99.0 99.00
2010 01 06 15 50 296  7.3  9.0  1.06  4.55  4.15 999  995.7  -0.4   7.1 999.0 99.0 99.00
2010 01 06 16 50 284  6.9  8.7  1.08  4.35  4.12 999  994.8   0.1   7.2 999.0 99.0 99.00
2010 01 06 17 50 289  7.7  9.6  0.99  8.33  4.15 999  994.1   0.6   7.3 999.0 99.0 99.00
2010 01 06 18 50 288  7.2  8.9  1.07  8.33  4.33 999  994.1   1.2   7.1 999.0 99.0 99.00
2010 01 06 19 50 289  7.1  8.9  1.08  8.33  4.38 999  994.0   1.6   7.0 999.0 99.0 99.00
2010 01 06 20 50 293  7.1  8.9  1.12  8.33  4.44 999  994.3   1.6   7.0 999.0 99.0 99.00
2010 01 06 21 50 304  9.1 11.4  1.11  4.35  4.39 999  994.8   1.4   7.0 999.0 99.0 99.00
2010 01 06 22 50 311  9.2 11.1  1.15  5.00  4.34 999  995.3   1.0   7.1 999.0 99.0 99.00
2010 01 06 23 50 305  8.6 10.5  1.11  5.00  4.33 999  995.7   0.8   7.2 999.0 99.0 99.00
2010 01 07 00 50 313  8.4 10.3  1.23  5.26  4.23 999  996.0   0.6   7.3 999.0 99.0 99.00
2010 01 07 01 50 309  8.5 10.6  1.15  5.26  4.13 999  996.1   0.1   7.3 999.0 99.0 99.00
2010 01 07 02 50 312  8.8 10.9  1.14  5.26  4.08 999  996.3  -0.2   7.2 999.0 99.0 99.00
2010 01 07 03 50 314  8.9 10.8  1.19  5.00  4.02 999  996.5  -0.3   7.2 999.0 99.0 99.00
2010 01 07 04 50 309  8.7 10.9  1.18  4.55  3.95 999  996.3  -0.3   7.2 999.0 99.0 99.00
2010 01 07 05 50 306  8.3 10.4  1.24  5.00  4.00 999  996.3  -0.6   7.2  -4.5 99.0 99.00
2010 01 07 06 50 303  9.3 11.3  1.37  5.00  4.21 999  996.4  -0.7   7.2  -4.5 99.0 99.00
2010 01 07 07 50 306 10.0 11.9  1.30  5.00  4.31 999  996.5  -0.6   7.3  -4.1 99.0 99.00
2010 01 07 08 50 310  8.8 11.4  1.40  5.56  4.38 999  996.8  -0.8   7.2  -3.8 99.0 99.00
2010 01 07 09 50 316  9.2 11.1  1.29  5.26  4.25 999  996.8  -0.5   7.1  -3.5 99.0 99.00
2010 01 07 10 50 315 10.1 12.5  1.35  5.26  4.32 999  997.4  -0.5   7.2  -4.1 99.0 99.00
2010 01 07 11 50 319 10.2 12.4  1.39  5.56  4.29 999  998.1  -0.7   7.1  -4.1 99.0 99.00
2010 01 07 12 50 310  9.8 12.2  1.38  5.88  4.25 999  999.1  -0.9   7.1  -4.4 99.0 99.00
2010 01 07 13 50 303  9.9 12.2  1.38  4.35  4.27 999  999.4  -0.6   7.1  -3.8 99.0 99.00
2010 01 07 14 50 312 10.6 12.8  1.38  4.35  4.17 999  999.7   0.2   7.1  -3.4 99.0 99.00
2010 01 07 15 50 304  9.5 11.5  1.38  5.56  4.15 999  999.7  -0.1   7.1  -3.8 99.0 99.00
2010 01 07 16 50 308  8.8 10.8  1.37  5.26  4.21 999  999.4   0.2   7.1  -3.6 99.0 99.00
2010 01 07 17 50 302  9.1 11.1  1.39  5.26  4.35 999  999.1   0.2   7.1  -4.1 99.0 99.00
2010 01 07 18 50 304  8.4 10.9  1.44  5.56  4.35 999  999.2   0.4   7.1  -4.4 99.0 99.00
2010 01 07 19 50 310  7.9 10.1  1.41  5.56  4.36 999 1000.0   0.1   7.2  -4.9 99.0 99.00
2010 01 07 20 50 309  8.1 10.2  1.39  5.56  4.40 999 1000.5   0.2   7.0  -4.6 99.0 99.00
2010 01 07 21 50 307  8.7 10.6  1.26  5.56  4.28 999 1001.1   0.4   7.0  -4.8 99.0 99.00
2010 01 07 22 50 314  9.0 12.6  1.20  5.56  4.32 999 1001.9  -0.1   7.0  -5.3 99.0 99.00
2010 01 07 23 50 320  9.1 11.0  1.33  5.56  4.37 999 1002.9  -0.4   7.0  -5.3 99.0 99.00
2010 01 08 00 50 309  9.1 11.3  1.18  5.56  4.20 999 1003.2  -1.0   7.0  -5.8 99.0 99.00
2010 01 08 01 50 303  9.1 12.2  1.21  5.00  4.16 999 1003.9  -1.5   7.0  -6.0 99.0 99.00
2010 01 08 02 50 308  7.9 10.3  1.03  5.56  4.03 999 1004.4  -1.9   7.0  -6.0 99.0 99.00
2010 01 08 03 50 310  8.6 10.4  1.15  5.56  4.13 999 1004.6  -2.0   7.0  -5.9 99.0 99.00
2010 01 08 04 50 308  8.3 10.2  1.18  5.88  4.07 999 1004.5  -2.1   7.0  -5.9 99.0 99.00
2010 01 08 05 50 308  8.1  9.5  1.09  5.26  4.02 999 1004.3  -2.0   7.0  -5.4 99.0 99.00
2010 01 08 06 50 318  8.4 10.0  1.17  5.56  4.00 999 1004.7  -2.1   7.0  -5.8 99.0 99.00
2010 01 08 07 50 319  7.9  9.3  1.20  5.26  4.10 999 1004.8  -2.1   7.0  -5.7 99.0 99.00
2010 01 08 08 50 325  7.4  9.0  1.17  5.56  4.14 999 1004.8  -2.2   7.1  -5.5 99.0 99.00
2010 01 08 09 50 320  6.5  8.5  1.12  3.85  4.17 999 1004.7  -2.5   7.0  -5.8 99.0 99.00
2010 01 08 10 50 340  6.6  8.0  1.02  5.00  4.15 999 1004.9  -2.5   7.0  -5.6 99.0 99.00
2010 01 08 11 50 330  3.9  5.7  0.96  5.26  4.16 999 1005.5  -2.7   6.7  -6.0 99.0 99.00
2010 01 08 12 50 320  3.2  4.4  0.80  3.57  4.07 999 1005.8  -2.8   6.6  -5.8 99.0 99.00
2010 01 08 13 50 299  3.3  4.4  0.76  9.09  4.30 999 1006.2  -2.6   6.7  -5.7 99.0 99.00
2010 01 08 14 50 315  3.1  4.7  0.73 10.00  4.66 999 1006.4  -2.9   6.7  -6.3 99.0 99.00
2010 01 08 15 50 352  2.4  3.4  0.66  9.09  4.58 999 1005.6  -2.6   6.6  -6.1 99.0 99.00
2010 01 08 16 50 354  3.8  5.4  0.63  9.09  4.93 999 1003.9  -2.3   6.7  -6.2 99.0 99.00
2010 01 08 17 50 356  3.4  4.8  0.72  8.33  5.72 999 1002.7  -2.2   6.8  -6.5 99.0 99.00
2010 01 08 18 50 341  3.0  4.6  0.71  9.09  5.75 999 1002.0  -2.2   6.9  -6.4 99.0 99.00
2010 01 08 19 50 355  3.0  4.2  0.70  9.09  5.61 999 1001.7  -1.9   7.0  -6.3 99.0 99.00
2010 01 08 20 50 342  3.4  5.1  0.69  8.33  5.64 999 1001.6  -1.7   7.0  -6.1 99.0 99.00
2010 01 08 21 50 351  5.2  7.2  0.67  9.09  5.43 999 1001.6  -1.7   6.5  -6.0 99.0 99.00
2010 01 08 22 50 346  6.8  8.6  0.73  8.33  4.73 999 1001.6  -2.6   6.4  -4.2 99.0 99.00
2010 01 08 23 50 360  7.8  9.6  0.82  7.69  4.04 999 1001.6  -2.6   6.4  -3.7 99.0 99.00
2010 01 09 00 50 359  9.0 11.5  0.95  3.45  3.71 999 1001.3  -2.1   6.5  -4.4 99.0 99.00
2010 01 09 01 50 358 10.0 13.5  1.00  3.70  3.62 999 1001.4  -2.1   6.5  -4.5 99.0 99.00
2010 01 09 02 50 352  9.6 12.0  1.18  4.00  3.63 999 1001.3  -2.2   6.6  -5.3 99.0 99.00
2010 01 09 03 50 350  9.9 11.8  1.10  4.17  3.65 999 1001.3  -2.3   6.5  -5.4 99.0 99.00
2010 01 09 04 50 349 10.3 12.7  1.13  4.17  3.64 999 1001.1  -2.2   6.7  -5.1 99.0 99.00
2010 01 09 05 50 339 11.2 13.4  1.20  4.76  3.78 999 1000.9  -2.4   6.7  -4.6 99.0 99.00
2010 01 09 06 50 342 11.4 13.4  1.55  4.55  4.08 999 1001.4  -2.2   6.8  -4.7 99.0 99.00
2010 01 09 07 50 341 12.2 15.4  1.42  4.55  3.99 999 1001.6  -2.3   6.8  -5.3 99.0 99.00
2010 01 09 08 50 339 12.4 14.9  1.48  4.76  4.13 999 1001.9  -2.0   6.6  -4.8 99.0 99.00
2010 01 09 09 50 336 12.3 16.2  1.54  4.76  4.23 999 1002.6  -2.3   6.5  -5.7 99.0 99.00
2010 01 09 10 50 336 12.3 15.0  1.63  4.55  4.16 999 1003.4  -2.5   6.5  -5.7 99.0 99.00
2010 01 09 11 50 335 12.6 15.6  1.66  5.00  4.16 999 1004.6  -3.0   6.5  -6.5 99.0 99.00
2010 01 09 12 50 338 12.6 16.3  1.68  4.76  4.28 999 1005.9  -3.4   6.6  -7.3 99.0 99.00
2010 01 09 13 50 338 12.7 16.1  1.72  4.76  4.15 999 1006.5  -3.5   6.6  -7.6 99.0 99.00
2010 01 09 14 50 338 12.5 15.9  1.68  4.76  4.11 999 1007.4  -3.3   6.6  -7.9 99.0 99.00
2010 01 09 15 50 343 10.0 12.1  1.42  4.35  3.96 999 1008.2  -3.5   6.6  -8.1 99.0 99.00
2010 01 09 16 50 327 10.0 12.4  1.30  4.35  3.84 999 1008.0  -4.0   6.6  -9.6 99.0 99.00
2010 01 09 17 50 333  9.3 11.8  1.17  4.55  3.82 999 1008.2  -4.3   6.5  -9.7 99.0 99.00
2010 01 09 18 50 327  9.0 12.1  1.18  4.35  3.81 999 1008.8  -4.4   6.5  -9.8 99.0 99.00
2010 01 09 19 50 335  9.1 11.0  1.04  4.35  3.78 999 1009.5  -5.0   6.5 -10.2 99.0 99.00
2010 01 09 20 50 331 10.2 12.7  1.01  4.35  3.77 999 1010.3  -5.3   6.5 -10.4 99.0 99.00
2010 01 09 21 50 330  9.8 12.7  1.17  4.35  3.92 999 1011.3  -5.5   6.5 -10.3 99.0 99.00
2010 01 09 22 50 335 10.4 13.5  1.25  4.55  4.03 999 1012.2  -6.1   6.5 -10.8 99.0 99.00
2010 01 09 23 50 352 10.1 13.6  1.27  4.55  3.99 999 1013.0  -6.9   6.6 -11.3 99.0 99.00
2010 01 10 00 50 360 11.3 14.3  1.42  4.55  3.98 999 1013.6  -7.2   6.6 -11.1 99.0 99.00
2010 01 10 01 50   1 10.5 13.1  1.30  4.55  3.86 999 1014.2  -8.0   6.7 -11.7 99.0 99.00
2010 01 10 02 50 355 10.2 14.0  1.38  4.55  3.96 999 1014.5  -8.3   6.7 -11.2 99.0 99.00
2010 01 10 03 50 343 10.5 14.3  1.22  4.00  3.70 999 1014.7  -8.0   6.7 -10.5 99.0 99.00
2010 01 10 04 50 342  9.7 12.0  1.34  4.76  3.98 999 1014.9  -7.9   6.7 -10.5 99.0 99.00
2010 01 10 05 50 344  9.4 11.8  1.33  4.35  4.04 999 1014.8  -7.6   6.7 -10.2 99.0 99.00
2010 01 10 06 50 344  9.5 12.1  1.36  4.55  4.06 999 1015.0  -7.4   6.7 -10.0 99.0 99.00
2010 01 10 07 50 342  9.0 10.8  1.37  4.76  4.13 999 1015.0  -7.4   6.6 -10.0 99.0 99.00
2010 01 10 08 50 347  8.3 10.2  1.35  4.17  4.39 999 1014.9  -7.2   6.6  -9.6 99.0 99.00
2010 01 10 09 50 360  8.2 10.0  1.46  5.00  4.49 999 1014.8  -7.2   6.6  -9.6 99.0 99.00
2010 01 10 10 50 351  8.7 11.3  1.46  4.76  4.43 999 1015.3  -7.3   6.5  -9.4 99.0 99.00
2010 01 10 11 50 349  8.5 11.3  1.52  4.76  4.50 999 1015.9  -7.8   6.6 -10.3 99.0 99.00
2010 01 10 12 50 347  9.6 12.5  1.47  4.55  4.24 999 1016.3  -7.8   6.6  -9.8 99.0 99.00
2010 01 10 13 50 350 10.9 13.3  1.65  4.55  4.28 999 1016.6  -8.5   6.6 -11.0 99.0 99.00
