YYYY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1999,3,4,7,,130,10.3,12.2,2.79,7.14,5.65,,1003.2,6.3,,,,
1999,3,4,8,,134,10.8,13.1,2.89,7.69,5.84,,1001.7,6.6,,,,
1999,3,4,9,,128,11.6,13.7,2.78,7.69,5.71,,999.8,6.7,,,,
1999,3,4,10,,133,11.8,14.0,2.76,7.69,5.87,,998.6,7.0,,,,
1999,3,4,11,,133,14.0,17.6,3.47,8.33,6.17,,996.4,7.5,,,,
1999,3,4,12,,141,14.3,18.0,3.73,8.33,6.34,,995.4,7.7,,,,
1999,3,4,13,,141,11.8,13.8,3.72,8.33,6.4,,994.7,6.8,,,,
1999,3,4,14,,155,11.5,14.4,3.8,8.33,6.73,,994.8,6.6,,,,
1999,3,4,15,,173,11.1,13.3,3.7,9.09,6.48,,995.5,6.0,,,,
1999,3,4,16,,168,12.3,16.4,3.32,9.09,6.58,,995.2,5.8,,,,
1999,3,4,17,,169,12.3,15.1,3.28,9.09,6.34,,995.2,5.5,,,,
1999,3,4,18,,174,13.2,16.3,3.26,9.09,6.34,,994.5,5.1,,,,
1999,3,4,19,,171,12.0,15.5,3.09,9.09,6.24,,994.6,4.8,,,,
1999,3,4,20,,178,12.7,16.2,3.37,9.09,6.35,,994.7,4.3,,,,
1999,3,4,21,,185,11.9,16.0,3.32,9.09,6.44,,994.7,3.9,,,,
1999,3,4,22,,185,11.0,13.4,3.41,9.09,6.63,,995.9,3.7,,,,
1999,3,4,23,,185,10.7,12.7,3.21,8.33,6.55,,996.7,3.4,,,,
1999,3,5,0,,194,7.4,9.1,3.47,9.09,6.94,,997.8,3.2,,,,
1999,3,5,1,,203,9.9,12.2,3.14,9.09,6.78,,998.3,3.0,,,,
1999,3,5,2,,237,11.4,14.1,3.21,10.0,7.03,,999.2,2.8,,,,
1999,3,5,3,,231,9.6,12.5,3.06,11.11,7.15,,1000.7,2.2,,,,
1999,3,5,4,,241,10.4,12.7,2.98,8.33,7.06,,1001.5,1.9,,,,
1999,3,5,5,,267,10.2,12.9,2.79,8.33,6.83,,1003.0,1.3,,,,
1999,3,5,6,,263,12.1,15.6,2.63,8.33,6.86,,1004.8,-0.3,,,,
1999,3,5,7,,271,9.9,12.7,2.25,12.5,6.79,,1006.5,-0.8,,,,
1999,3,5,8,,291,10.6,13.9,2.1,11.11,6.82,,1008.3,-1.1,,,,
1999,3,5,9,,294,9.2,11.9,1.96,12.5,7.32,,1010.3,-1.5,,,,
1999,3,5,10,,280,7.3,9.9,1.79,12.5,8.0,,1012.8,-1.8,,,,
1999,3,5,11,,292,7.1,9.1,1.59,12.5,7.9,,1014.1,-2.1,,,,
1999,3,5,12,,269,8.0,10.0,1.61,11.11,7.43,,1016.1,-2.4,,,,
1999,3,5,13,,260,8.1,10.1,1.56,11.11,7.09,,1017.6,-2.5,,,,
1999,3,5,14,,257,7.5,9.1,1.6,12.5,7.05,,1019.0,-2.1,,,,
1999,3,5,15,,251,5.5,7.3,1.16,11.11,6.5,,1020.1,-1.6,,,,
1999,3,5,16,,243,7.0,8.7,1.24,11.11,6.39,,1020.6,-1.3,,,,
1999,3,5,17,,237,6.7,8.4,1.02,12.5,5.38,,1021.1,-0.5,,,,
1999,3,5,18,,261,7.6,9.4,0.96,11.11,5.0,,1021.0,0.1,,,,
1999,3,5,19,,246,8.5,10.6,0.97,11.11,5.37,,1021.5,0.6,,,,
1999,3,5,20,,247,8.5,10.5,1.03,11.11,5.38,,1022.4,0.9,,,,
1999,3,5,21,,320,5.8,7.4,1.01,11.11,5.65,,1023.5,1.7,,,,
1999,3,5,22,,304,8.1,9.8,0.87,11.11,4.85,,1024.3,1.2,,,,
1999,3,5,23,,317,7.9,10.2,0.92,11.11,4.99,,1025.5,0.8,,,,
1999,3,6,0,,307,6.1,7.3,0.9,11.11,5.68,,1026.7,0.0,,,,
1999,3,6,1,,319,5.3,6.5,0.86,11.11,7.66,,1027.7,-0.4,,,,
1999,3,6,2,,347,6.0,7.1,0.83,11.11,6.38,,1028.3,-1.4,,,,
1999,3,6,3,,348,6.7,8.3,0.9,11.11,5.44,,1028.5,-2.2,,,,
1999,3,6,4,,345,8.2,9.6,0.79,11.11,4.95,,1029.0,-2.7,,,,
1999,3,6,5,,348,6.6,8.0,0.74,10.0,4.27,,1029.5,-3.3,,,,
1999,3,6,6,,7,6.4,8.4,0.67,11.11,4.86,,1029.8,-3.6,,,,
1999,3,6,7,,357,6.6,8.1,0.63,11.11,4.39,,1029.6,-4.5,,,,
1999,3,6,8,,2,6.2,7.4,0.75,11.11,4.25,,1030.3,-5.1,,,,
1999,3,6,9,,5,7.8,9.1,0.77,11.11,4.19,,1030.2,-5.2,,,,
1999,3,6,10,,10,6.8,8.3,0.8,10.0,4.09,,1030.5,-5.5,,,,
1999,3,6,11,,45,5.1,6.7,0.82,10.0,5.51,,1030.6,-5.7,,,,
1999,3,6,12,,55,5.0,6.5,0.8,10.0,6.51,,1031.2,-5.6,,,,
1999,3,6,13,,59,4.8,6.5,0.75,10.0,6.81,,1031.3,-5.3,,,,
1999,3,6,14,,50,5.0,5.9,0.77,10.0,7.2,,1030.7,-5.0,,,,
1999,3,6,15,,77,5.6,8.0,0.72,11.11,6.44,,1029.8,-4.0,,,,
1999,3,6,16,,74,5.7,8.2,0.69,9.09,5.78,,1029.3,-3.7,,,,
1999,3,6,17,,,,,,,,,,,,,,
1999,3,6,18,,73,6.3,8.7,0.58,10.0,4.59,,1028.0,-3.1,,,,
1999,3,6,19,,80,8.4,9.8,0.65,10.0,3.98,,1026.9,-3.0,,,,
1999,3,6,20,,81,9.2,11.3,0.78,3.45,3.83,,1025.4,-2.6,,,,
1999,3,6,21,,77,10.5,12.5,1.03,3.85,3.86,,1023.6,-1.9,,,,
1999,3,6,22,,68,11.4,13.4,1.24,4.17,3.96,,1022.3,-2.3,,,,
1999,3,6,23,,68,12.3,15.1,1.47,4.55,4.19,,1021.2,-2.2,,,,
1999,3,7,0,,67,13.2,15.7,1.91,5.0,4.54,,1020.2,-2.3,,,,
1999,3,7,1,,70,13.1,15.1,2.23,5.56,4.92,,1019.4,-1.9,,,,
1999,3,7,2,,59,13.9,16.8,2.43,6.25,5.13,,1018.3,-1.8,,,,
1999,3,7,3,,54,14.4,18.3,3.11,6.25,5.51,,1017.1,-2.0,,,,
1999,3,7,4,,24,13.0,15.7,2.86,7.14,5.59,,1016.2,-3.2,,,,
1999,3,7,5,,17,13.3,16.1,3.2,7.69,5.95,,1015.1,-3.7,,,,
1999,3,7,6,,15,15.5,18.2,3.17,7.69,5.87,,1013.2,-3.9,,,,
1999,3,7,7,,13,16.1,18.6,3.52,8.33,6.06,,1013.0,-3.9,,,,
1999,3,7,8,,6,16.9,20.7,3.47,8.33,6.11,,1011.9,-4.3,,,,
1999,3,7,9,,11,17.3,20.6,3.21,9.09,5.86,,1011.0,-4.3,,,,
1999,3,7,10,,356,16.5,19.8,3.51,8.33,6.15,,1012.4,-4.9,,,,
1999,3,7,11,,8,16.8,20.6,3.77,9.09,6.34,,1011.8,-5.4,,,,
1999,3,7,12,,355,16.7,19.7,3.04,8.33,5.73,,1011.5,-5.6,,,,
1999,3,7,13,,349,17.1,20.6,3.2,9.09,6.03,,1013.1,-6.1,,,,
1999,3,7,14,,344,17.1,21.5,3.08,9.09,5.9,,1012.8,-6.6,,,,
1999,3,7,15,,350,16.0,20.0,3.15,9.09,6.03,,1013.3,-6.8,,,,
1999,3,7,16,,348,16.2,20.1,2.47,9.09,5.35,,1013.7,-6.6,,,,
1999,3,7,17,,336,15.7,19.9,2.6,9.09,5.42,,1014.0,-5.7,,,,
1999,3,7,18,,330,15.3,20.0,2.33,8.33,5.25,,1014.1,-5.4,,,,
1999,3,7,19,,329,14.6,18.1,1.95,8.33,5.01,,1015.3,-5.6,,,,
1999,3,7,20,,326,15.5,18.9,1.91,9.09,4.66,,1016.1,-5.5,,,,
1999,3,7,21,,329,14.3,17.6,1.63,4.0,4.4,,1017.3,-4.7,,,,
1999,3,7,22,,324,15.5,20.4,1.65,3.85,4.31,,1018.8,-5.2,,,,
1999,3,7,23,,333,15.6,18.4,1.81,4.17,4.35,,1020.0,-5.5,,,,
1999,3,8,0,,318,14.4,17.7,1.7,10.0,4.56,,1021.1,-6.0,,,,
1999,3,8,1,,327,15.1,18.7,1.6,10.0,4.4,,1021.6,-5.8,,,,
1999,3,8,2,,319,15.5,19.4,1.56,11.11,4.55,,1021.9,-6.4,,,,
1999,3,8,3,,319,15.0,18.0,1.51,11.11,4.51,,1022.0,-6.8,,,,
1999,3,8,4,,318,15.0,18.7,1.34,11.11,4.22,,1022.2,-7.5,,,,
1999,3,8,5,,317,13.8,17.8,1.36,4.35,4.15,,1022.5,-7.8,,,,
1999,3,8,6,,315,13.2,17.5,1.23,4.35,4.14,,1022.7,-8.3,,,,
1999,3,8,7,,317,14.8,18.9,1.25,3.85,3.97,,1022.5,-8.8,,,,
1999,3,8,8,,316,13.8,18.2,1.3,4.0,3.82,,1023.3,-9.1,,,,
1999,3,8,9,,317,13.5,16.6,1.2,4.0,3.91,,1024.5,-9.3,,,,
1999,3,8,10,,318,12.7,15.8,1.2,3.57,3.64,,1025.3,-9.5,,,,
1999,3,8,11,,327,14.6,19.3,1.14,3.57,3.61,,1024.5,-9.3,,,,
1999,3,8,12,,317,13.6,16.6,1.15,3.7,3.52,,1025.3,-9.9,,,,
1999,3,8,13,,318,12.8,16.2,1.17,4.0,3.54,,1025.8,-9.4,,,,
1999,3,8,14,,312,12.9,15.7,1.14,4.0,3.69,,1025.2,-8.6,,,,
1999,3,8,15,,320,13.2,16.4,1.28,3.85,3.75,,1025.1,-7.2,,,,
1999,3,8,16,,323,15.1,19.3,1.31,4.17,4.0,,1023.8,-5.7,,,,
1999,3,8,17,,329,13.6,16.8,1.37,4.17,4.1,,1023.6,-4.7,,,,
1999,3,8,18,,327,13.2,16.0,1.27,4.17,3.86,,1022.7,-3.8,,,,
1999,3,8,19,,323,12.9,16.5,1.2,4.0,3.94,,1023.2,-3.0,,,,
1999,3,8,20,,315,12.9,15.7,1.08,4.0,3.7,,1022.6,-2.6,,,,
1999,3,8,21,,327,14.1,17.2,,,,,1023.3,-2.4,,,,
1999,3,8,22,,323,13.1,16.3,1.19,3.85,3.71,,1024.5,-2.6,,,,
1999,3,8,23,,321,14.3,18.4,1.39,4.0,3.92,,1025.1,-3.3,,,,
1999,3,9,0,,325,14.8,18.5,1.24,4.0,3.63,,1025.3,-4.1,,,,
1999,3,9,1,,329,13.4,16.9,1.16,3.85,3.62,,1024.9,-4.2,,,,
1999,3,9,2,,334,14.2,16.8,1.17,4.0,3.68,,1024.6,-4.6,,,,
1999,3,9,3,,,,,,,,,,,,,,
1999,3,9,4,,333,12.9,15.6,0.93,3.7,3.49,,1024.3,-4.7,,,,
1999,3,9,5,,333,11.9,14.3,0.95,3.7,3.62,,1024.0,-5.0,,,,
1999,3,9,6,,321,10.7,13.9,1.01,3.7,3.78,,1024.1,-5.3,,,,
1999,3,9,7,,329,12.0,14.5,0.98,11.11,3.81,,1023.3,-5.6,,,,
1999,3,9,8,,341,11.8,14.1,1.09,11.11,3.81,,1022.5,-5.9,,,,
1999,3,9,9,,324,9.0,11.5,0.92,11.11,3.8,,1022.7,-6.5,,,,
1999,3,9,10,,312,9.5,12.7,0.82,11.11,4.38,,1022.3,-6.8,,,,
1999,3,9,11,,310,7.5,9.7,0.74,11.11,4.11,,1022.0,-6.8,,,,
1999,3,9,12,,323,9.6,11.8,0.69,10.0,4.1,,1021.8,-6.4,,,,
1999,3,9,13,,324,10.4,12.9,0.82,10.0,3.94,,1021.0,-5.9,,,,
1999,3,9,14,,325,9.2,10.8,0.76,10.0,3.84,,1019.8,-4.7,,,,
1999,3,9,15,,326,9.8,12.2,0.82,11.11,4.16,,1018.7,-3.8,,,,
1999,3,9,16,,333,8.8,11.0,0.77,11.11,3.97,,1018.0,-2.9,,,,
1999,3,9,17,,335,8.3,10.1,0.75,11.11,4.26,,1017.5,-1.8,,,,
1999,3,9,18,,338,7.5,9.6,0.71,11.11,4.59,,1016.5,-0.9,,,,
1999,3,9,19,,340,7.2,9.6,0.67,11.11,3.96,,1015.9,0.1,,,,
1999,3,9,20,,336,7.2,8.9,0.66,11.11,4.41,,1014.6,1.0,,,,
1999,3,9,21,,308,5.7,7.8,0.57,11.11,4.15,,1014.2,1.7,,,,
1999,3,9,22,,332,7.3,8.7,0.58,11.11,4.0,,1014.0,1.5,,,,
1999,3,9,23,,335,8.8,10.3,0.68,10.0,3.91,,1014.2,1.1,,,,
1999,3,10,0,,329,9.1,11.1,0.67,10.0,3.66,,1014.1,0.3,,,,
1999,3,10,1,,343,9.3,11.7,0.74,11.11,3.65,,1014.1,-0.7,,,,
1999,3,10,2,,341,9.5,11.2,0.75,10.0,3.67,,1014.2,-1.6,,,,
1999,3,10,3,,334,9.9,11.9,0.93,10.0,4.28,,1014.1,-2.5,,,,
1999,3,10,4,,331,9.5,11.0,0.78,10.0,3.85,,1013.9,-3.1,,,,
1999,3,10,5,,334,8.6,10.3,0.75,10.0,3.74,,1013.6,-3.4,,,,
1999,3,10,6,,333,8.9,10.8,0.64,10.0,3.9,,1012.9,-3.7,,,,
1999,3,10,7,,326,9.2,10.6,0.62,11.11,3.89,,1012.5,-3.9,,,,
1999,3,10,8,,317,7.4,9.6,0.59,10.0,3.55,,1011.9,-4.2,,,,
1999,3,10,9,,324,7.4,9.0,0.53,11.11,3.92,,1011.7,-4.2,,,,
1999,3,10,10,,343,7.8,9.4,0.49,11.11,3.66,,1011.7,-4.3,,,,
1999,3,10,11,,336,8.6,10.4,0.53,10.0,3.59,,1011.5,-4.4,,,,
1999,3,10,12,,329,7.4,8.7,0.59,10.0,3.77,,1011.4,-4.5,,,,
1999,3,10,13,,340,6.7,7.8,0.52,9.09,3.77,,1011.6,-4.4,,,,
1999,3,10,14,,343,5.9,6.9,0.47,10.0,4.1,,1011.4,-4.0,,,,
1999,3,10,15,,338,4.9,5.9,0.47,10.0,5.93,,1011.0,-3.1,,,,
1999,3,10,16,,344,4.2,5.0,0.46,9.09,6.33,,1010.4,-2.0,,,,
1999,3,10,17,,7,2.8,3.4,0.49,10.0,6.65,,1009.5,-1.3,,,,
1999,3,10,18,,133,0.3,0.9,0.51,11.11,7.12,,1008.6,0.1,,,,
1999,3,10,19,,163,0.9,1.2,0.48,11.11,7.16,,1007.7,0.4,,,,
1999,3,10,20,,252,1.8,3.6,0.46,11.11,7.47,,1006.9,1.7,,,,
1999,3,10,21,,344,1.4,1.7,0.4,11.11,6.93,,1006.3,2.7,,,,
1999,3,10,22,,247,1.5,1.9,0.38,11.11,7.11,,1006.0,2.4,,,,
1999,3,10,23,,312,5.2,6.2,0.41,11.11,7.64,,1005.7,3.2,,,,
1999,3,11,0,,309,5.8,7.1,0.35,10.0,6.9,,1005.8,2.4,,,,
1999,3,11,1,,329,7.6,9.2,0.36,11.11,7.14,,1006.1,2.2,,,,
1999,3,11,2,,324,8.5,9.9,0.57,11.11,3.67,,1006.4,1.8,,,,
1999,3,11,3,,322,8.7,11.2,0.52,11.11,3.74,,1006.4,1.3,,,,
1999,3,11,4,,317,9.5,11.4,0.59,11.11,4.48,,1006.4,0.9,,,,
1999,3,11,5,,328,9.9,11.6,0.58,11.11,3.95,,1006.1,0.5,,,,
1999,3,11,6,,328,9.8,12.2,0.67,12.5,4.04,,1005.7,0.2,,,,
1999,3,11,7,,331,10.4,12.1,0.8,12.5,4.38,,1004.5,0.1,,,,
1999,3,11,8,,333,9.4,11.5,0.86,12.5,4.36,,1003.8,0.0,,,,
1999,3,11,9,,334,8.6,9.9,0.76,12.5,4.41,,1003.5,0.0,,,,
1999,3,11,10,,332,8.4,10.1,0.87,12.5,4.32,,1003.0,0.0,,,,
1999,3,11,11,,333,9.8,12.2,0.86,12.5,4.42,,1002.9,0.0,,,,
1999,3,11,12,,326,10.4,11.9,0.91,12.5,4.35,,1003.2,-0.8,,,,
1999,3,11,13,,326,10.9,12.5,0.96,12.5,4.31,,1003.1,-0.9,,,,
1999,3,11,14,,329,11.0,13.2,1.22,12.5,5.63,,1002.9,-0.6,,,,
1999,3,11,15,,327,10.2,11.5,1.11,11.11,4.79,,1002.8,-0.2,,,,
1999,3,11,16,,326,10.2,11.5,1.06,11.11,4.57,,1002.6,0.0,,,,
1999,3,11,17,,327,9.7,11.5,1.18,12.5,5.36,,1002.2,0.3,,,,
1999,3,11,18,,324,9.2,10.7,1.47,12.5,6.67,,1001.5,0.6,,,,
1999,3,11,19,,324,9.2,10.8,1.32,12.5,6.73,,1001.1,0.6,,,,
1999,3,11,20,,327,9.6,11.7,1.16,12.5,5.61,,1000.8,0.8,,,,
1999,3,11,21,,325,10.1,12.0,1.29,12.5,6.45,,1000.8,1.0,,,,
1999,3,11,22,,328,9.5,11.5,1.25,12.5,5.81,,1001.0,1.2,,,,
1999,3,11,23,,323,10.5,12.6,1.25,12.5,6.03,,1001.2,0.7,,,,
1999,3,12,0,,323,10.1,11.9,1.41,12.5,6.36,,1001.5,0.6,,,,
1999,3,12,1,,320,10.2,11.9,1.56,12.5,6.05,,1001.5,0.0,,,,
1999,3,12,2,,318,9.7,11.6,1.55,12.5,6.31,,1001.4,0.0,,,,
1999,3,12,3,,323,11.0,14.2,1.68,11.11,6.2,,1001.3,0.2,,,,
1999,3,12,4,,325,11.1,13.0,1.59,12.5,6.06,,1001.1,0.3,,,,
1999,3,12,5,,331,11.0,13.6,1.88,12.5,6.8,,1000.9,0.3,,,,
1999,3,12,6,,334,10.7,13.0,1.7,12.5,6.64,,1000.9,0.3,,,,
1999,3,12,7,,336,11.3,13.4,1.77,12.5,6.2,,1000.6,0.5,,,,
1999,3,12,8,,339,11.4,13.3,1.74,12.5,5.89,,1000.4,0.3,,,,
1999,3,12,9,,333,10.6,13.0,1.52,12.5,5.71,,1000.4,0.2,,,,
1999,3,12,10,,332,10.6,13.0,1.6,12.5,6.04,,1000.9,0.3,,,,
1999,3,12,11,,331,10.6,12.6,1.66,12.5,6.19,,1001.4,0.3,,,,
1999,3,12,12,,331,9.9,11.7,1.66,12.5,6.55,,1002.1,0.5,,,,
1999,3,12,13,,335,9.5,11.0,1.55,12.5,6.17,,1002.9,0.8,,,,
1999,3,12,14,,335,9.4,11.2,1.65,12.5,6.97,,1003.4,1.3,,,,
1999,3,12,15,,338,9.0,10.3,2.01,12.5,7.9,,1004.1,1.6,,,,
1999,3,12,16,,337,8.5,9.8,1.81,12.5,6.95,,1004.6,1.8,,,,
1999,3,12,17,,339,7.1,8.5,1.8,12.5,6.94,,1004.7,2.3,,,,
1999,3,12,18,,356,7.9,10.2,1.81,12.5,7.05,,1005.0,3.0,,,,
1999,3,12,19,,357,7.2,8.2,1.8,12.5,6.87,,1005.2,3.2,,,,
1999,3,12,20,,348,6.8,8.6,1.74,12.5,6.92,,1005.4,3.4,,,,
1999,3,12,21,,1,7.4,8.8,1.53,12.5,6.47,,1005.9,3.8,,,,
1999,3,12,22,,2,7.0,8.9,1.58,12.5,6.35,,1006.6,3.8,,,,
1999,3,12,23,,354,7.8,9.6,1.77,12.5,6.99,,1007.0,3.6,,,,
1999,3,13,0,,324,7.8,9.1,1.72,12.5,6.63,,1007.6,2.8,,,,
1999,3,13,1,,328,8.6,10.2,2.08,12.5,7.42,,1008.3,2.0,,,,
1999,3,13,2,,324,8.3,9.8,1.79,12.5,6.82,,1009.2,1.3,,,,
1999,3,13,3,,330,8.4,9.7,1.71,12.5,6.95,,1009.7,1.4,,,,
1999,3,13,4,,339,8.8,11.1,1.73,12.5,7.07,,1010.1,1.9,,,,
1999,3,13,5,,338,8.1,9.4,1.82,12.5,7.28,,1010.7,2.2,,,,
1999,3,13,6,,338,7.9,9.6,1.76,11.11,6.62,,1011.3,1.9,,,,
1999,3,13,7,,336,8.0,9.7,1.69,12.5,6.4,,1011.3,2.1,,,,
1999,3,13,8,,339,7.8,9.3,1.67,12.5,6.24,,1011.9,1.9,,,,
1999,3,13,9,,349,8.2,9.6,1.61,12.5,6.44,,1012.5,2.2,,,,
1999,3,13,10,,342,7.0,8.3,1.65,12.5,6.36,,1013.4,2.2,,,,
1999,3,13,11,,346,6.4,7.3,1.67,12.5,6.68,,1014.1,2.2,,,,
1999,3,13,12,,338,6.2,7.1,1.57,12.5,6.49,,1015.0,2.3,,,,
1999,3,13,13,,330,5.3,6.5,1.65,12.5,6.79,,1015.3,2.3,,,,
1999,3,13,14,,335,6.4,8.5,1.77,11.11,6.97,,1015.7,2.9,,,,
1999,3,13,15,,351,6.7,8.0,1.7,11.11,6.88,,1015.6,3.3,,,,
1999,3,13,16,,349,6.1,8.0,1.59,11.11,6.75,,1015.7,3.8,,,,
1999,3,13,17,,345,4.7,5.5,1.62,10.0,6.96,,1015.9,3.7,,,,
1999,3,13,18,,15,4.7,6.3,1.46,11.11,6.67,,1015.6,4.5,,,,
1999,3,13,19,,117,1.2,2.1,1.55,12.5,6.75,,1016.0,5.0,,,,
1999,3,13,20,,21,4.3,6.1,1.57,11.11,7.15,,1016.1,5.2,,,,
1999,3,13,21,,6,4.9,5.6,1.46,11.11,6.79,,1016.1,5.5,,,,
1999,3,13,22,,306,7.3,9.0,1.42,12.5,6.63,,1017.0,5.2,,,,
1999,3,13,23,,320,7.9,10.2,1.41,10.0,5.98,,1017.9,4.4,,,,
1999,3,14,0,,326,6.1,7.9,1.34,11.11,6.0,,1018.2,3.6,,,,
1999,3,14,1,,321,7.2,8.9,1.25,10.0,6.1,,1018.8,3.5,,,,
1999,3,14,2,,330,6.2,7.2,1.16,11.11,6.96,,1018.7,3.1,,,,
1999,3,14,3,,327,6.3,7.4,1.22,10.0,7.1,,1019.0,2.9,,,,
1999,3,14,4,,334,6.3,7.6,1.28,11.11,7.63,,1018.6,2.7,,,,
1999,3,14,5,,337,6.7,8.3,1.15,11.11,7.16,,1018.8,2.3,,,,
1999,3,14,6,,344,7.3,8.6,1.14,10.0,6.42,,1019.0,2.2,,,,
1999,3,14,7,,335,6.2,7.5,1.04,11.11,6.7,,1019.4,2.1,,,,
1999,3,14,8,,335,5.8,6.6,1.01,11.11,7.2,,1019.8,1.9,,,,
1999,3,14,9,,346,5.8,6.8,1.13,11.11,8.0,,1019.6,1.8,,,,
1999,3,14,10,,358,5.4,6.6,0.99,11.11,7.3,,1019.8,1.5,,,,
1999,3,14,11,,6,5.6,6.9,1.04,11.11,7.22,,1020.2,1.6,,,,
1999,3,14,12,,11,4.4,5.2,1.12,11.11,6.99,,1020.8,1.5,,,,
1999,3,14,13,,50,3.0,3.5,1.01,11.11,6.94,,1020.7,1.6,,,,
1999,3,14,14,,83,3.8,4.5,0.98,10.0,6.48,,1021.2,1.4,,,,
1999,3,14,15,,91,3.2,4.1,1.12,10.0,6.34,,1021.5,1.5,,,,
1999,3,14,16,,66,2.4,3.2,1.11,10.0,6.08,,1021.5,1.5,,,,
1999,3,14,17,,95,1.4,1.9,1.09,10.0,5.89,,1021.5,1.6,,,,
1999,3,14,18,,108,2.8,3.5,1.16,10.0,6.54,,1020.7,1.4,,,,
1999,3,14,19,,120,3.1,4.0,1.18,10.0,6.8,,1020.4,1.4,,,,
1999,3,14,20,,118,3.5,4.1,1.32,11.11,7.19,,1019.9,1.4,,,,
1999,3,14,21,,144,3.9,4.6,1.31,11.11,7.17,,1020.3,1.5,,,,
1999,3,14,22,,148,3.9,4.8,1.27,11.11,7.21,,1020.2,1.5,,,,
1999,3,14,23,,143,3.6,4.4,1.32,11.11,7.42,,1020.1,1.5,,,,
1999,3,15,0,,149,3.7,4.3,1.24,11.11,7.06,,1019.8,1.7,,,,
1999,3,15,1,,151,3.5,4.2,1.22,11.11,7.21,,1020.0,1.9,,,,
1999,3,15,2,,110,4.6,5.5,1.07,12.5,6.69,,1018.7,1.9,,,,
1999,3,15,3,,96,4.4,5.2,0.98,11.11,6.46,,1017.6,1.9,,,,
1999,3,15,4,,102,4.6,5.2,0.94,11.11,6.46,,1017.3,1.9,,,,
1999,3,15,5,,96,4.0,4.7,1.01,11.11,6.77,,1017.2,1.9,,,,
1999,3,15,6,,82,5.8,6.6,1.16,11.11,7.32,,1016.7,2.0,,,,
1999,3,15,7,,64,6.4,7.2,1.09,10.0,6.66,,1015.5,1.7,,,,
1999,3,15,8,,45,7.1,8.3,1.06,11.11,6.01,,1014.7,0.2,,,,
1999,3,15,9,,29,7.0,8.4,1.08,10.0,5.73,,1013.9,0.1,,,,
1999,3,15,10,,31,8.6,10.0,1.24,9.09,5.62,,1012.5,0.1,,,,
1999,3,15,11,,29,9.7,11.2,1.17,8.33,4.85,,1011.9,0.0,,,,
1999,3,15,12,,29,9.0,10.8,1.34,12.5,4.76,,1011.3,-0.1,,,,
1999,3,15,13,,22,10.2,11.7,1.45,11.11,4.56,,1009.6,-0.1,,,,
1999,3,15,14,,12,10.7,12.9,1.42,11.11,4.47,,1008.6,0.0,,,,
1999,3,15,15,,14,11.6,13.7,1.46,11.11,4.54,,1007.0,0.0,,,,
1999,3,15,16,,12,11.0,13.6,1.6,11.11,4.91,,1005.9,0.0,,,,
1999,3,15,17,,5,12.2,14.7,1.54,11.11,4.56,,1004.5,0.0,,,,
1999,3,15,18,,9,13.2,15.4,1.77,11.11,5.01,,1002.0,0.0,,,,
1999,3,15,19,,5,14.3,16.4,2.06,5.56,5.11,,999.9,0.3,,,,
1999,3,15,20,,358,14.5,17.3,2.24,6.67,5.26,,998.4,0.5,,,,
1999,3,15,21,,355,14.4,17.7,2.39,9.09,5.37,,997.3,0.5,,,,
1999,3,15,22,,350,14.3,17.9,2.25,8.33,5.3,,996.7,0.1,,,,
1999,3,15,23,,344,15.0,17.6,2.37,8.33,5.44,,995.8,0.0,,,,
1999,3,16,0,,336,14.6,17.4,2.41,8.33,5.53,,994.9,0.0,,,,
1999,3,16,1,,330,14.2,17.1,2.4,8.33,5.66,,994.1,0.0,,,,
1999,3,16,2,,326,15.8,19.3,2.44,8.33,5.62,,992.8,0.0,,,,
1999,3,16,3,,314,14.6,17.3,2.15,8.33,5.4,,992.2,-0.1,,,,
1999,3,16,4,,310,13.1,16.4,1.96,8.33,5.54,,992.0,-0.3,,,,
1999,3,16,5,,309,12.6,15.2,1.61,10.0,5.31,,991.8,-0.5,,,,
1999,3,16,6,,302,13.4,18.4,1.49,8.33,5.17,,991.6,-0.4,,,,
1999,3,16,7,,297,14.5,19.1,1.3,10.0,4.58,,991.0,0.3,,,,
1999,3,16,8,,298,13.4,17.0,1.49,9.09,4.9,,991.4,0.5,,,,
1999,3,16,9,,301,13.1,16.4,1.42,10.0,4.68,,991.9,0.5,,,,
1999,3,16,10,,294,14.6,20.3,1.54,11.11,4.73,,992.1,0.7,,,,
1999,3,16,11,,292,13.0,16.2,1.45,11.11,4.85,,993.0,0.1,,,,
1999,3,16,12,,278,12.2,15.5,1.24,12.5,4.82,,993.8,-0.1,,,,
1999,3,16,13,,281,13.2,16.2,1.21,12.5,4.51,,994.3,0.1,,,,
1999,3,16,14,,284,13.1,19.5,1.2,12.5,4.22,,994.5,1.0,,,,
1999,3,16,15,,289,12.2,15.5,1.39,12.5,4.08,,995.1,1.7,,,,
1999,3,16,16,,289,12.2,16.6,1.31,3.85,3.93,,995.5,2.8,,,,
1999,3,16,17,,286,14.0,17.8,1.22,3.85,3.95,,995.8,3.3,,,,
1999,3,16,18,,282,14.2,17.5,1.22,12.5,3.93,,995.7,3.8,,,,
1999,3,16,19,,279,13.2,17.5,1.23,3.7,3.88,,996.6,4.6,,,,
1999,3,16,20,,288,13.5,17.2,1.13,12.5,3.76,,997.2,5.5,,,,
