YYYY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1999,7,8,9,,248,6.1,7.3,0.43,3.12,3.81,,1005.5,16.7,15.6,13.1,,
1999,7,8,10,,253,5.0,5.8,0.42,7.14,3.93,,1006.3,16.7,15.3,12.6,,
1999,7,8,11,,246,5.3,6.1,0.48,7.14,4.08,,1006.5,17.2,15.0,12.3,,
1999,7,8,12,,244,4.6,5.4,0.53,6.25,4.37,,1007.0,16.8,14.9,12.3,,
1999,7,8,13,,249,3.2,3.8,0.52,5.88,4.58,,1007.3,17.0,14.9,12.7,,
1999,7,8,14,,277,3.3,3.9,0.49,6.67,4.92,,1007.5,18.0,14.9,11.0,,
1999,7,8,15,,285,4.7,5.5,0.49,6.67,4.71,,1007.9,18.3,15.2,10.5,,
1999,7,8,16,,279,5.0,7.1,0.54,7.14,4.16,,1008.0,18.5,15.2,10.8,,
1999,7,8,17,,283,2.9,3.6,0.49,7.14,4.49,,1007.9,18.8,15.2,11.1,,
1999,7,8,18,,288,4.4,9.5,0.44,7.14,4.24,,1007.3,19.4,15.7,10.4,,
1999,7,8,19,,292,5.7,8.6,0.47,6.67,4.05,,1007.2,19.7,15.6,10.3,,
1999,7,8,20,,304,4.1,5.6,0.45,7.69,4.31,,1007.3,20.1,15.7,10.7,,
1999,7,8,21,,330,4.3,5.1,0.49,6.67,4.53,,1008.0,19.2,15.7,10.8,,
1999,7,8,22,,311,5.3,6.9,0.47,6.25,4.61,,1008.7,19.6,16.0,10.4,,
1999,7,8,23,,338,2.1,3.1,0.48,6.67,4.78,,1008.9,19.5,16.0,9.9,,
1999,7,9,0,,308,2.9,3.5,0.52,7.14,5.51,,1009.6,19.1,15.9,10.5,,
1999,7,9,1,,303,3.3,3.8,0.45,6.67,5.59,,1010.2,19.0,15.8,10.3,,
1999,7,9,2,,260,2.7,3.1,0.41,7.14,6.06,,1011.1,17.6,15.7,11.5,,
1999,7,9,3,,173,0.9,1.1,0.4,7.69,5.75,,1011.0,16.9,15.7,12.1,,
1999,7,9,4,,252,3.1,3.9,0.37,7.69,6.27,,1011.2,16.7,15.7,12.0,,
1999,7,9,5,,247,3.1,3.9,0.36,8.33,6.34,,1011.2,16.4,15.9,12.3,,
1999,7,9,6,,234,4.4,5.2,0.34,7.69,6.37,,1011.1,16.0,15.9,12.2,,
1999,7,9,7,,256,2.8,3.6,0.34,7.69,5.82,,1011.7,16.0,15.7,11.5,,
1999,7,9,8,,268,4.5,5.6,0.37,7.69,4.9,,1011.2,15.7,15.7,11.2,,
1999,7,9,9,,266,4.3,5.4,0.4,6.67,4.9,,1011.7,15.7,15.6,11.0,,
1999,7,9,10,,268,2.3,2.9,0.42,7.14,5.15,,1011.9,15.2,15.3,11.4,,
1999,7,9,11,,262,2.0,2.4,0.43,7.69,5.06,,1011.9,15.6,15.6,11.1,,
1999,7,9,12,,206,0.4,1.2,0.44,7.14,5.81,,1011.9,16.0,15.2,11.7,,
1999,7,9,13,,213,2.8,3.5,0.4,6.67,5.52,,1012.1,16.4,15.2,12.2,,
1999,7,9,14,,193,5.1,6.4,0.38,8.33,5.1,,1012.0,16.8,15.3,13.3,,
1999,7,9,15,,211,6.3,7.4,0.43,7.69,5.37,,1011.7,16.9,15.2,12.9,,
1999,7,9,16,,201,6.2,7.2,0.48,7.69,4.13,,1011.7,17.2,15.2,13.5,,
1999,7,9,17,,195,4.8,6.5,0.43,7.69,4.15,,1011.7,17.2,15.2,14.0,,
1999,7,9,18,,201,5.4,6.0,0.42,7.69,3.85,,1011.1,17.3,15.2,13.8,,
1999,7,9,19,,195,4.9,5.3,0.41,7.69,4.5,,1010.4,17.3,15.2,14.2,,
1999,7,9,20,,211,6.1,6.9,0.42,7.14,4.46,,1009.7,17.4,15.1,13.9,,
1999,7,9,21,,200,5.0,5.8,0.43,7.14,3.93,,1009.6,17.5,14.7,13.8,,
1999,7,9,22,,203,5.1,6.0,0.45,8.33,3.96,,1008.8,18.0,14.9,13.6,,
1999,7,9,23,,205,5.1,6.0,0.51,7.14,4.15,,1008.9,17.5,14.8,13.9,,
1999,7,10,0,,215,5.3,5.9,0.5,8.33,4.35,,1008.8,17.5,14.5,13.6,,
1999,7,10,1,,209,4.9,5.7,0.49,7.69,4.57,,1008.6,17.2,14.4,14.0,,
1999,7,10,2,,191,4.5,5.1,0.48,6.67,4.53,,1007.9,16.8,14.2,14.1,,
1999,7,10,3,,194,4.5,5.2,0.48,8.33,4.36,,1007.5,16.6,14.4,14.2,,
1999,7,10,4,,174,4.3,5.2,0.5,7.14,4.39,,1006.6,16.7,14.1,14.5,,
1999,7,10,5,,165,4.5,6.4,0.45,7.69,4.08,,1006.4,16.8,14.2,14.7,,
1999,7,10,6,,175,0.9,1.6,0.55,3.45,3.82,,1005.0,16.6,14.3,14.8,,
1999,7,10,7,,215,0.2,1.1,0.7,3.57,3.85,,1004.2,16.5,14.4,15.2,,
1999,7,10,8,,190,3.1,3.9,0.74,4.35,3.98,,1002.6,16.8,14.4,15.6,,
1999,7,10,9,,197,2.8,3.1,0.61,4.0,3.93,,1001.8,16.1,14.5,15.2,,
1999,7,10,10,,183,2.7,3.1,0.63,4.0,4.0,,1001.8,15.9,14.4,15.2,,
1999,7,10,11,,207,2.6,3.2,0.58,4.0,4.12,,1001.8,16.0,14.5,15.3,,
1999,7,10,12,,193,3.0,3.5,0.55,4.76,4.27,,1001.1,15.7,14.5,15.3,,
1999,7,10,13,,198,5.0,5.6,0.64,5.56,4.54,,1001.0,15.9,14.9,15.5,,
1999,7,10,14,,225,6.9,8.3,0.75,5.88,4.48,,1000.9,17.3,14.9,16.2,,
1999,7,10,15,,246,5.2,6.3,0.78,5.56,4.54,,1001.7,20.4,14.8,14.5,,
1999,7,10,16,,182,5.1,6.3,0.79,5.56,4.46,,1001.6,18.1,14.7,15.9,,
1999,7,10,17,,215,3.8,6.4,0.77,5.56,4.6,,1001.6,19.4,14.8,15.4,,
1999,7,10,18,,186,5.6,6.4,0.79,5.88,4.61,,1001.6,18.9,14.5,14.3,,
1999,7,10,19,,188,5.8,8.2,0.81,5.0,4.43,,1001.6,18.4,14.4,14.9,,
1999,7,10,20,,238,5.3,7.1,0.84,5.56,4.18,,1001.1,20.6,14.5,12.9,,
1999,7,10,21,,267,7.4,8.6,0.86,4.76,3.93,,1001.6,22.8,14.5,12.7,,
1999,7,10,22,,280,9.4,11.7,0.79,5.56,3.89,,1002.2,22.9,14.5,12.0,,
1999,7,10,23,,283,9.6,12.1,0.85,5.88,3.71,,1003.8,21.6,14.4,13.0,,
1999,7,11,0,,300,8.2,10.0,0.79,6.25,3.93,,1005.5,19.9,14.1,12.1,,
1999,7,11,1,,293,6.8,8.0,0.73,5.88,4.02,,1007.1,18.4,14.1,11.6,,
1999,7,11,2,,297,6.7,8.4,0.68,5.56,4.61,,1008.5,18.0,13.7,11.1,,
1999,7,11,3,,285,5.9,7.1,0.67,5.56,4.98,,1009.6,16.5,13.7,10.9,,
1999,7,11,4,,288,5.0,6.0,0.58,7.14,5.18,,1010.1,16.0,13.1,10.6,,
1999,7,11,5,,280,3.7,4.1,0.53,6.67,5.27,,1010.4,15.2,12.9,10.4,,
1999,7,11,6,,263,4.3,4.7,0.5,7.14,5.44,,1010.9,14.4,12.9,10.4,,
1999,7,11,7,,245,3.6,4.0,0.44,7.69,5.44,,1011.2,13.7,12.9,10.5,,
1999,7,11,8,,263,4.3,4.9,0.42,6.67,5.06,,1011.2,13.4,12.9,10.7,,
1999,7,11,9,,225,2.4,3.0,0.4,7.14,4.71,,1011.9,13.4,12.9,10.5,,
1999,7,11,10,,236,3.1,3.9,0.37,7.14,4.88,,1012.7,13.3,12.8,10.9,,
1999,7,11,11,,246,4.2,5.4,0.36,7.14,5.5,,1013.3,13.6,12.6,11.4,,
1999,7,11,12,,232,3.7,4.1,0.34,7.14,5.05,,1013.5,13.7,12.8,11.4,,
1999,7,11,13,,242,3.5,4.0,0.33,7.14,5.07,,1014.3,14.4,12.9,11.6,,
1999,7,11,14,,340,3.1,3.8,0.33,7.69,5.54,,1014.8,16.0,13.4,10.9,,
1999,7,11,15,,175,1.1,1.8,0.38,7.14,5.71,,1015.0,16.7,13.6,12.0,,
1999,7,11,16,,186,0.9,1.1,0.42,6.67,5.39,,1015.7,18.6,14.9,12.0,,
1999,7,11,17,,174,2.6,2.9,0.39,7.69,5.96,,1015.9,18.1,15.2,12.5,,
1999,7,11,18,,298,2.5,3.7,0.38,7.14,6.36,,1016.3,19.8,15.0,10.4,,
1999,7,11,19,,347,0.3,1.3,0.37,7.14,6.04,,1016.4,19.1,15.0,10.2,,
1999,7,11,20,,304,5.1,6.4,0.37,7.14,6.52,,1016.4,20.6,14.9,8.4,,
1999,7,11,21,,296,2.3,3.9,0.35,7.14,6.1,,1016.6,19.4,14.4,9.1,,
1999,7,11,22,,323,4.9,6.5,0.34,7.14,6.42,,1017.2,19.9,14.1,8.0,,
1999,7,11,23,,320,4.3,5.4,0.34,6.67,6.1,,1017.9,18.7,14.1,10.5,,
1999,7,12,0,,327,3.6,4.1,0.38,7.14,6.61,,1018.9,18.3,14.4,10.7,,
1999,7,12,1,,325,1.7,2.0,0.39,6.67,6.47,,1019.6,16.8,14.5,11.2,,
1999,7,12,2,,329,1.9,2.8,0.43,6.67,6.82,,1020.5,18.8,14.2,9.7,,
1999,7,12,3,,299,1.7,1.9,0.41,7.14,6.78,,1021.0,17.8,14.2,9.7,,
1999,7,12,4,,250,1.4,2.1,0.4,6.25,6.43,,1021.7,16.0,14.2,11.7,,
1999,7,12,5,,241,2.0,2.4,0.4,6.25,6.89,,1022.0,15.1,14.4,11.9,,
1999,7,12,6,,269,2.9,3.5,0.36,8.33,7.11,,1022.1,14.9,14.2,11.5,,
1999,7,12,7,,258,1.5,2.1,0.35,7.69,7.45,,1022.6,14.3,14.2,11.4,,
1999,7,12,8,,291,1.7,2.1,0.33,7.69,7.31,,1022.8,14.1,14.4,11.4,,
1999,7,12,9,,296,2.0,3.0,0.37,7.14,7.42,,1023.5,13.8,14.4,10.5,,
1999,7,12,10,,309,0.8,1.2,0.34,7.14,6.99,,1024.1,14.4,14.2,10.0,,
1999,7,12,11,,286,0.4,1.3,0.33,7.14,7.01,,1024.3,14.4,14.2,10.6,,
1999,7,12,12,,18,1.4,1.8,0.35,7.14,6.76,,1025.0,15.7,14.4,10.9,,
1999,7,12,13,,47,1.3,1.5,0.33,6.25,6.3,,1025.2,15.8,14.8,11.6,,
1999,7,12,14,,162,1.6,2.1,0.41,6.67,5.99,,1025.2,16.4,14.9,13.1,,
1999,7,12,15,,197,3.1,3.6,0.41,6.25,6.25,,1025.4,16.0,15.2,13.3,,
1999,7,12,16,,190,3.6,4.4,0.37,5.56,5.92,,1025.6,16.0,15.4,13.6,,
1999,7,12,17,,176,3.0,3.5,0.4,6.25,5.87,,1025.2,16.7,15.9,14.1,,
1999,7,12,18,,172,3.6,3.9,0.33,6.67,6.05,,1025.2,17.5,15.9,13.2,,
1999,7,12,19,,174,3.4,3.7,0.34,6.67,6.19,,1025.2,18.0,15.9,14.0,,
1999,7,12,20,,164,3.7,4.1,0.29,10.0,6.5,,1025.2,18.4,15.8,14.1,,
1999,7,12,21,,194,3.1,3.4,0.3,10.0,6.61,,1025.2,18.0,16.0,14.5,,
1999,7,12,22,,187,3.4,3.9,0.27,8.33,6.03,,1025.2,17.5,15.7,14.7,,
1999,7,12,23,,176,3.3,3.5,0.32,8.33,6.77,,1025.2,17.5,15.6,14.2,,
1999,7,13,0,,225,2.4,2.8,0.3,7.14,5.99,,1025.2,16.5,15.2,13.9,,
1999,7,13,1,,217,3.2,4.4,0.35,6.67,5.22,,1025.1,16.7,14.9,13.4,,
1999,7,13,2,,247,1.2,1.4,0.36,6.67,4.7,,1025.1,16.0,14.9,13.8,,
1999,7,13,3,,213,0.9,1.1,0.37,6.67,4.91,,1025.0,16.0,14.9,13.9,,
1999,7,13,4,,250,0.9,1.3,0.37,6.67,4.86,,1024.3,15.6,14.9,14.1,,
1999,7,13,5,,238,1.1,1.2,0.37,6.25,5.18,,1025.0,15.3,14.5,14.1,,
1999,7,13,6,,180,0.0,0.0,0.34,5.56,5.29,,1024.9,15.2,14.8,14.1,,
1999,7,13,7,,143,1.2,1.5,0.34,12.5,5.34,,1025.2,15.6,15.2,14.4,,
1999,7,13,8,,108,1.3,1.5,0.33,5.88,5.12,,1025.2,16.0,14.9,14.9,,
1999,7,13,9,,135,2.5,3.0,0.33,10.0,4.88,,1025.2,16.4,14.8,15.4,,
1999,7,13,10,,98,0.9,1.0,0.32,9.09,5.09,,1024.6,16.4,14.5,15.4,,
1999,7,13,11,,105,1.9,2.8,0.32,9.09,5.24,,1025.0,16.4,14.9,15.3,,
1999,7,13,12,,125,3.8,4.6,0.34,8.33,5.67,,1025.2,16.7,15.2,15.3,,
1999,7,13,13,,95,1.9,2.6,0.3,8.33,5.43,,1024.4,17.2,15.3,15.6,,
1999,7,13,14,,180,0.0,0.2,0.32,8.33,5.51,,1024.3,17.2,16.4,16.0,,
1999,7,13,15,,274,0.9,1.4,0.33,10.0,5.29,,1024.3,16.0,16.5,15.1,,
1999,7,13,16,,358,2.3,2.9,0.31,9.09,5.01,,1023.7,16.4,16.7,15.3,,
1999,7,13,17,,31,2.2,2.6,0.33,10.0,5.28,,1023.5,16.5,16.5,15.8,,
1999,7,13,18,,53,1.7,2.1,0.34,12.5,4.87,,1023.5,16.7,16.7,15.8,,
1999,7,13,19,,35,1.8,2.2,0.34,12.5,4.84,,1022.7,17.2,16.4,15.5,,
1999,7,13,20,,79,3.8,4.7,0.38,12.5,4.52,,1022.1,17.2,15.7,14.4,,
1999,7,13,21,,80,3.9,4.6,0.39,3.57,4.25,,1022.0,16.8,15.7,13.3,,
1999,7,13,22,,80,4.8,5.8,0.5,3.7,4.0,,1021.6,16.5,15.2,12.3,,
1999,7,13,23,,74,2.5,3.1,0.64,4.0,4.02,,1021.9,16.4,15.2,12.1,,
1999,7,14,0,,38,1.7,2.2,0.68,4.35,4.11,,1021.9,16.0,15.2,12.5,,
1999,7,14,1,,354,2.1,2.6,0.63,4.35,4.14,,1021.9,14.9,15.7,13.0,,
1999,7,14,2,,353,1.7,2.1,0.82,5.0,4.56,,1022.3,14.9,16.0,13.1,,
1999,7,14,3,,318,0.5,0.8,0.85,5.26,4.69,,1022.0,14.9,16.4,13.0,,
1999,7,14,4,,67,1.2,1.5,0.82,5.26,4.64,,1021.4,14.9,16.4,12.0,,
1999,7,14,5,,112,0.4,0.9,0.79,5.0,4.72,,1021.4,14.9,16.5,12.1,,
1999,7,14,6,,260,1.9,2.2,0.78,5.56,4.88,,1021.2,14.4,16.5,12.7,,
1999,7,14,7,,254,0.8,1.2,0.74,6.25,5.03,,1021.1,14.4,16.5,12.6,,
1999,7,14,8,,205,2.8,3.6,0.78,6.25,5.38,,1021.2,14.9,16.4,12.8,,
1999,7,14,9,,218,4.0,4.7,0.86,7.14,5.77,,1021.2,14.9,16.0,11.9,,
1999,7,14,10,,211,5.1,5.9,0.79,7.69,5.78,,1021.9,15.2,16.0,12.1,,
1999,7,14,11,,244,3.5,4.2,0.92,7.14,6.09,,1022.2,14.9,15.6,12.4,,
1999,7,14,12,,218,4.3,5.3,0.94,7.14,6.03,,1022.6,14.9,15.2,12.3,,
1999,7,14,13,,215,5.2,6.3,1.02,7.14,5.88,,1022.7,14.9,14.6,13.0,,
1999,7,14,14,,199,5.0,5.7,1.03,7.14,5.53,,1022.6,15.3,14.4,12.9,,
1999,7,14,15,,201,3.9,4.7,1.1,7.69,5.76,,1022.6,15.7,14.5,13.6,,
1999,7,14,16,,186,3.6,4.4,1.08,7.69,5.76,,1022.6,16.4,14.9,14.2,,
1999,7,14,17,,188,3.6,4.0,0.94,7.69,5.65,,1022.1,17.0,15.2,14.6,,
1999,7,14,18,,177,3.0,3.5,0.9,7.69,5.68,,1022.1,17.5,15.8,15.1,,
1999,7,14,19,,166,4.3,4.9,0.92,7.69,5.75,,1022.0,17.5,15.2,15.5,,
1999,7,14,20,,170,5.5,6.2,0.82,7.69,5.31,,1021.6,17.2,14.9,15.5,,
1999,7,14,21,,187,4.6,5.2,0.83,7.14,4.95,,1021.9,17.2,14.5,15.1,,
1999,7,14,22,,204,3.5,3.9,0.73,7.69,4.86,,1021.2,16.7,14.4,14.8,,
1999,7,14,23,,241,1.8,2.1,0.78,7.69,5.14,,1021.2,15.7,14.2,14.4,,
1999,7,15,0,,196,2.4,2.6,0.78,7.69,5.18,,1020.7,15.8,14.4,14.3,,
1999,7,15,1,,210,2.3,2.7,0.64,7.14,4.9,,1020.7,15.7,14.2,14.3,,
1999,7,15,2,,202,3.1,3.6,0.76,6.67,5.45,,1021.0,16.0,14.3,14.7,,
1999,7,15,3,,228,2.4,2.8,0.76,7.14,5.33,,1020.4,15.9,14.2,14.8,,
1999,7,15,4,,262,1.3,1.5,0.8,6.67,5.28,,1020.4,15.5,14.4,14.4,,
1999,7,15,5,,202,4.7,5.5,0.8,6.67,5.38,,1020.5,16.0,14.5,14.5,,
1999,7,15,6,,198,4.6,5.3,0.8,7.69,5.37,,1020.3,16.5,14.8,14.6,,
1999,7,15,7,,206,4.7,5.4,0.85,6.67,5.38,,1019.8,16.4,14.5,14.6,,
1999,7,15,8,,204,4.0,4.8,0.75,6.67,5.17,,1019.7,15.9,14.4,14.7,,
1999,7,15,9,,243,2.3,2.7,0.72,6.67,4.94,,1019.6,15.3,14.4,14.2,,
1999,7,15,10,,208,2.4,2.8,0.7,6.67,5.03,,1019.7,14.7,14.2,13.9,,
1999,7,15,11,,220,1.4,1.7,0.69,7.14,4.85,,1019.7,15.2,14.3,14.1,,
1999,7,15,12,,235,2.3,2.6,0.67,7.14,4.72,,1020.1,15.2,14.4,14.1,,
1999,7,15,13,,190,2.1,2.4,0.66,7.14,4.63,,1020.4,15.0,14.5,14.0,,
1999,7,15,14,,180,2.3,2.9,0.62,6.67,4.56,,1019.8,15.9,14.9,14.9,,
1999,7,15,15,,178,3.2,3.9,0.56,6.25,4.5,,1019.6,16.0,15.2,15.0,,
1999,7,15,16,,168,3.5,4.3,0.51,6.25,4.55,,1019.0,16.6,15.6,15.6,,
1999,7,15,17,,172,5.7,6.5,0.59,6.67,4.56,,1018.8,16.8,15.7,15.5,,
1999,7,15,18,,172,6.0,6.8,0.58,6.25,3.91,,1018.1,17.3,16.0,15.6,,
1999,7,15,19,,170,6.5,7.4,0.62,6.25,3.89,,1017.4,17.5,16.4,15.4,,
1999,7,15,20,,170,6.3,7.2,0.69,3.57,3.91,,1017.2,17.6,16.4,14.5,,
1999,7,15,21,,173,5.8,6.5,0.7,4.0,4.0,,1016.8,17.6,15.9,14.5,,
1999,7,15,22,,206,3.8,4.2,0.71,3.85,4.01,,1017.2,17.5,15.3,14.8,,
1999,7,15,23,,192,3.3,3.8,0.69,4.17,4.14,,1017.3,17.5,15.6,14.3,,
1999,7,16,0,,215,2.6,2.9,0.67,4.0,4.26,,1017.4,16.7,15.2,14.8,,
1999,7,16,1,,199,2.0,2.2,0.65,4.17,4.22,,1017.4,16.0,15.2,14.6,,
1999,7,16,2,,199,2.3,2.7,0.64,4.17,4.19,,1017.4,16.0,15.6,14.6,,
1999,7,16,3,,197,1.6,1.9,0.58,4.0,4.24,,1016.7,15.8,15.6,14.7,,
1999,7,16,4,,196,2.7,3.0,0.56,4.17,4.25,,1016.4,15.9,15.3,14.9,,
1999,7,16,5,,169,2.8,3.3,0.54,4.17,4.32,,1015.8,15.9,15.2,15.0,,
1999,7,16,6,,199,2.6,3.1,0.57,4.0,4.21,,1015.6,16.0,15.2,14.9,,
1999,7,16,7,,229,2.7,3.4,0.61,4.17,4.32,,1015.3,15.7,15.0,14.1,,
1999,7,16,8,,332,1.1,2.0,0.55,4.17,4.26,,1015.7,15.4,14.8,14.0,,
1999,7,16,9,,180,0.0,0.0,0.52,4.0,4.32,,1015.7,15.2,14.2,13.5,,
1999,7,16,10,,117,1.0,1.4,0.56,3.85,4.29,,1016.4,15.2,14.1,13.7,,
1999,7,16,11,,266,0.7,1.3,0.49,4.17,4.32,,1016.5,15.3,14.1,13.5,,
1999,7,16,12,,230,1.8,2.3,0.46,3.85,4.23,,1016.6,16.4,14.5,14.4,,
1999,7,16,13,,209,1.9,2.2,0.43,3.85,4.32,,1017.3,17.3,15.2,14.7,,
1999,7,16,14,,194,1.9,2.3,0.41,3.7,4.18,,1017.2,18.0,16.0,15.8,,
1999,7,16,15,,175,2.2,2.6,0.41,3.85,4.57,,1017.2,18.8,16.4,16.2,,
1999,7,16,16,,162,2.7,3.0,0.42,8.33,4.82,,1016.6,19.1,16.7,16.9,,
1999,7,16,17,,182,4.9,5.4,0.46,7.69,5.25,,1016.4,19.8,16.2,16.8,,
1999,7,16,18,,185,4.4,5.4,0.45,7.69,5.55,,1015.9,19.5,16.7,17.1,,
1999,7,16,19,,203,4.6,5.4,0.45,7.14,5.5,,1015.9,19.5,16.4,17.0,,
1999,7,16,20,,195,3.7,3.9,0.42,7.14,5.29,,1015.8,19.5,16.7,17.3,,
1999,7,16,21,,180,3.8,4.4,0.41,8.33,5.18,,1015.8,19.6,16.7,17.3,,
1999,7,16,22,,195,4.7,5.1,0.4,7.69,5.22,,1015.2,19.5,16.7,16.7,,
1999,7,16,23,,206,4.5,5.2,0.46,5.26,5.25,,1015.5,18.8,15.7,16.4,,
1999,7,17,0,,198,5.0,6.1,0.45,8.33,4.92,,1015.1,18.6,15.6,16.1,,
1999,7,17,1,,239,1.3,1.6,0.44,7.69,4.76,,1015.5,17.6,15.3,16.0,,
1999,7,17,2,,232,2.4,2.9,0.46,7.14,4.81,,1015.7,18.0,15.6,16.2,,
1999,7,17,3,,230,3.9,4.3,0.41,7.14,4.38,,1015.0,18.0,15.9,15.8,,
1999,7,17,4,,223,4.1,4.6,0.5,6.67,4.19,,1014.9,17.5,15.6,15.7,,
1999,7,17,5,,215,3.2,3.5,0.48,3.23,4.02,,1015.0,17.2,15.2,15.4,,
1999,7,17,6,,207,4.5,5.2,0.47,6.67,4.34,,1014.8,17.6,15.2,15.8,,
1999,7,17,7,,214,5.2,5.8,0.44,6.67,4.58,,1014.3,18.0,15.2,16.2,,
1999,7,17,8,,206,5.0,5.4,0.46,6.25,4.36,,1014.3,17.5,15.2,15.9,,
1999,7,17,9,,225,3.2,3.6,0.43,6.67,4.53,,1014.8,17.2,14.9,15.9,,
1999,7,17,10,,245,3.0,3.4,0.45,5.88,4.81,,1015.0,17.5,14.9,15.7,,
1999,7,17,11,,201,1.7,2.1,0.43,5.88,4.7,,1015.6,18.7,14.1,16.1,,
1999,7,17,12,,210,3.1,3.3,0.4,5.26,4.65,,1015.6,19.0,13.7,16.7,,
1999,7,17,13,,229,3.3,3.5,0.39,6.25,4.63,,1015.6,18.8,14.1,16.5,,
1999,7,17,14,,184,3.2,3.5,0.38,9.09,4.56,,1015.4,19.9,14.8,16.5,,
1999,7,17,15,,182,4.0,4.2,0.41,8.33,4.35,,1015.0,18.2,15.6,16.4,,
1999,7,17,16,,167,4.1,4.6,0.41,7.69,4.34,,1014.9,19.0,15.9,16.6,,
1999,7,17,17,,175,4.9,5.4,0.42,4.17,4.07,,1014.3,19.1,16.0,16.8,,
1999,7,17,18,,163,3.8,4.4,0.43,4.35,4.27,,1013.7,19.5,15.2,17.1,,
1999,7,17,19,,201,4.6,5.2,0.43,4.76,4.37,,1013.3,21.1,14.9,16.7,,
1999,7,17,20,,231,4.6,5.4,0.44,4.55,4.51,,1012.8,22.9,15.6,17.3,,
1999,7,17,21,,228,5.3,5.7,0.45,5.56,4.53,,1012.6,23.1,15.2,17.1,,
1999,7,17,22,,245,6.0,6.8,0.43,4.35,4.51,,1012.6,23.3,15.6,17.2,,
1999,7,17,23,,256,4.5,4.8,0.4,14.29,4.46,,1013.3,23.9,15.9,16.5,,
1999,7,18,0,,267,4.2,5.0,0.42,5.26,4.62,,1014.1,24.0,16.5,17.1,,
1999,7,18,1,,217,2.9,3.9,0.38,5.56,4.56,,1014.3,24.5,16.0,16.2,,
1999,7,18,2,,207,4.5,4.9,0.36,5.26,4.74,,1014.8,19.9,15.9,16.9,,
1999,7,18,3,,211,4.8,5.3,0.36,5.56,4.89,,1014.4,20.3,15.7,16.4,,
1999,7,18,4,,221,3.9,4.5,0.36,5.0,4.63,,1014.3,19.8,15.7,16.6,,
1999,7,18,5,,241,4.5,5.0,0.33,5.88,4.53,,1014.2,19.0,15.9,16.7,,
1999,7,18,6,,232,3.5,4.1,0.35,7.14,4.85,,1014.2,20.4,16.0,17.4,,
1999,7,18,7,,267,3.2,4.0,0.36,5.26,4.79,,1014.3,19.8,16.0,17.6,,
1999,7,18,8,,270,2.8,3.6,0.37,5.56,4.95,,1014.3,21.2,16.1,18.5,,
1999,7,18,9,,234,3.5,4.0,0.42,6.25,5.11,,1014.9,19.8,16.4,18.1,,
1999,7,18,10,,221,2.7,2.9,0.45,5.56,4.85,,1015.2,19.5,16.0,17.3,,
1999,7,18,11,,232,2.2,2.5,0.46,5.56,4.95,,1015.8,19.1,16.0,16.8,,
1999,7,18,12,,224,3.2,3.5,0.47,5.56,4.82,,1016.3,19.5,16.0,17.0,,
1999,7,18,13,,233,0.9,1.4,0.46,5.88,4.76,,1016.4,19.6,16.0,17.1,,
1999,7,18,14,,198,2.4,2.6,0.44,5.26,4.81,,1015.9,20.5,16.5,18.1,,
1999,7,18,15,,174,2.4,2.6,0.42,5.56,4.71,,1015.8,20.6,17.2,18.0,,
1999,7,18,16,,173,2.3,2.6,0.39,5.56,4.52,,1015.0,20.3,17.2,18.3,,
1999,7,18,17,,159,3.6,3.9,0.4,5.26,4.61,,1014.3,20.3,17.5,18.4,,
1999,7,18,18,,158,2.7,3.4,0.4,4.76,4.69,,1013.6,20.4,18.6,18.5,,
1999,7,18,19,,166,5.0,5.5,0.41,5.26,4.65,,1012.7,20.8,18.0,18.3,,
1999,7,18,20,,304,5.2,10.1,0.39,5.56,4.78,,1013.3,21.7,17.6,19.6,,
1999,7,18,21,,303,2.4,4.1,0.39,5.88,4.46,,1013.3,22.6,16.8,18.6,,
1999,7,18,22,,140,5.1,7.5,0.39,6.25,4.87,,1014.1,21.7,17.2,18.1,,
1999,7,18,23,,150,3.7,4.1,0.39,6.25,4.92,,1013.4,21.6,17.3,18.7,,
1999,7,19,0,,190,2.2,2.4,0.38,5.56,4.78,,1014.2,19.6,18.0,18.1,,
1999,7,19,1,,244,3.9,4.2,0.4,5.26,4.65,,1014.1,19.0,17.6,17.8,,
1999,7,19,2,,246,3.9,4.4,0.35,14.29,4.84,,1014.2,18.7,17.5,17.7,,
1999,7,19,3,,250,4.9,5.2,0.32,14.29,5.0,,1014.1,20.4,17.0,18.7,,
1999,7,19,4,,251,4.3,4.6,0.3,14.29,4.85,,1014.1,19.1,16.5,18.4,,
1999,7,19,5,,301,1.5,2.4,0.3,14.29,5.03,,1014.3,20.2,16.5,18.6,,
1999,7,19,6,,264,2.5,3.1,0.3,14.29,5.27,,1013.8,20.0,16.4,17.8,,
1999,7,19,7,,274,3.6,4.0,0.31,14.29,5.11,,1013.3,19.5,15.9,17.2,,
1999,7,19,8,,285,2.6,2.8,0.28,5.56,5.06,,1013.3,19.3,16.2,16.7,,
1999,7,19,9,,270,1.7,2.0,0.31,5.56,5.32,,1013.3,18.7,16.5,15.7,,
1999,7,19,10,,249,0.3,0.6,0.32,14.29,5.51,,1013.5,18.1,16.4,15.9,,
1999,7,19,11,,,,,,,,,,,,,,
1999,7,19,12,,262,1.7,2.6,0.32,14.29,5.73,,1014.4,18.0,17.5,17.1,,
